RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
3572,Joe Allen,David Linn,Doug Clove,Michael (Mike) Sands,Terrence Hayes,Write-in-120
3573,Cayle Tern,Loretta Smith,,,,
3575,Timur Ender,Candace Avalos,Cayle Tern,David Linn,Noah Ernst,Joe Allen
3579,Loretta Smith,Peggy Sue Owens,Noah Ernst,Joe Allen,David Linn,Michael (Mike) Sands
3629,Peggy Sue Owens,Joe Allen,David Linn,Michael (Mike) Sands,Loretta Smith,Jamie Dunphy
3631,Loretta Smith,Terrence Hayes,Steph Routh,Jamie Dunphy,,
3632,Doug Clove,Thomas Shervey,Jamie Dunphy,,,
3634,Steph Routh,Terrence Hayes,Candace Avalos,David Linn,Jamie Dunphy,Timur Ender
3635,Candace Avalos,,,,,
3643,Steph Routh,Noah Ernst,Thomas Shervey,Joe Allen,Candace Avalos,Timur Ender
3644,Candace Avalos,Loretta Smith,,,,
3653,Steph Routh,Candace Avalos,Timur Ender,,,
3659,Terrence Hayes,Joe Furi,Michael (Mike) Sands,Doug Clove,Noah Ernst,Timur Ender
3662,Jamie Dunphy,Terrence Hayes,Loretta Smith,,,
3663,Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,,
3664,Joe Allen,,,,,
3666,Candace Avalos,Michael (Mike) Sands,Loretta Smith,Steph Routh,Cayle Tern,Terrence Hayes
3672,Jamie Dunphy,Steph Routh,Terrence Hayes,Timur Ender,David Linn,Cayle Tern
3679,Timur Ender,David Linn,Candace Avalos,Steph Routh,Jamie Dunphy,Doug Clove
3701,Doug Clove,,,,,
3705,Terrence Hayes,Timur Ender,Noah Ernst,Candace Avalos,,
3709,Timur Ender,Loretta Smith,Candace Avalos,Cayle Tern,Steph Routh,Jamie Dunphy
3725,Timur Ender,,,,,
3727,Noah Ernst,Joe Allen,David Linn,Cayle Tern,Michael (Mike) Sands,Thomas Shervey
3750,Loretta Smith,Candace Avalos,Peggy Sue Owens,Joe Furi,Jamie Dunphy,Cayle Tern
3751,Jamie Dunphy,Steph Routh,Deian Salazar,David Linn,Noah Ernst,
3752,,,,,,
3755,Steph Routh,Loretta Smith,Jamie Dunphy,Candace Avalos,Cayle Tern,
3756,Loretta Smith,,,,,
3758,Joe Allen,Peggy Sue Owens,Joe Furi,Thomas Shervey,Jamie Dunphy,David Linn
3761,Jamie Dunphy,David Linn,Noah Ernst,,,
3776,Loretta Smith,Noah Ernst,Joe Allen,Joe Furi,Michael (Mike) Sands,Peggy Sue Owens
3789,Timur Ender,Noah Ernst,Michael (Mike) Sands,Deian Salazar,Steph Routh,Terrence Hayes
3795,Peggy Sue Owens,Candace Avalos,Loretta Smith,,,
3796,Michael (Mike) Sands,Joe Allen,Doug Clove,Deian Salazar,David Linn,Peggy Sue Owens
3798,Deian Salazar,,,,,
3801,Terrence Hayes,Loretta Smith,Michael (Mike) Sands,Joe Furi,Doug Clove,Cayle Tern
3835,Terrence Hayes,Steph Routh,Noah Ernst,Cayle Tern,Peggy Sue Owens,Loretta Smith
3844,Noah Ernst,Loretta Smith,Thomas Shervey,,,
3846,Jamie Dunphy,Steph Routh,Candace Avalos,Loretta Smith,Terrence Hayes,
3849,Doug Clove,Jamie Dunphy,,,,
3856,Candace Avalos,Terrence Hayes,Steph Routh,Timur Ender,Noah Ernst,Joe Allen
3862,Michael (Mike) Sands,Jamie Dunphy,Noah Ernst,Doug Clove,Loretta Smith,Candace Avalos
3901,Candace Avalos,Timur Ender,,,,
3908,Peggy Sue Owens,,,,,
3918,Jamie Dunphy,Loretta Smith,Terrence Hayes,Doug Clove,Steph Routh,Candace Avalos
3927,Joe Furi,,,,,
3931,Jamie Dunphy,,,,,
3941,Joe Furi,Cayle Tern,David Linn,,,
3992,Noah Ernst,David Linn,Loretta Smith,,,
3997,Steph Routh,Noah Ernst,Doug Clove,,,
3998,Doug Clove,Steph Routh,Noah Ernst,,,
4012,Terrence Hayes,Steph Routh,Jamie Dunphy,Noah Ernst,Candace Avalos,Loretta Smith
4020,Jamie Dunphy,Candace Avalos,Timur Ender,,,
4046,Candace Avalos,Timur Ender,Cayle Tern,Joe Furi,Loretta Smith,David Linn
4067,Timur Ender,,,,,
4070,Jamie Dunphy,Steph Routh,Loretta Smith,Timur Ender,Candace Avalos,Terrence Hayes
4071,Michael (Mike) Sands,Loretta Smith,,,,
4075,Loretta Smith,Cayle Tern,Candace Avalos,Peggy Sue Owens,Deian Salazar,Steph Routh
4077,Noah Ernst,Joe Allen,David Linn,Doug Clove,Joe Furi,Michael (Mike) Sands
4105,Loretta Smith,Steph Routh,Candace Avalos,Timur Ender,Noah Ernst,
4112,Peggy Sue Owens,Candace Avalos,Loretta Smith,Deian Salazar,Timur Ender,Terrence Hayes
4115,Loretta Smith,,,,,
4116,Loretta Smith,Steph Routh,Timur Ender,David Linn,Cayle Tern,Deian Salazar
4117,Jamie Dunphy,Doug Clove,Timur Ender,Noah Ernst,Michael (Mike) Sands,Loretta Smith
4191,Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,,
4194,Thomas Shervey,Loretta Smith,Steph Routh,Joe Furi,Cayle Tern,Noah Ernst
4195,Loretta Smith,Terrence Hayes,Noah Ernst,,,
4197,Doug Clove,,,,,
4200,Jamie Dunphy,Candace Avalos,,,,
4201,Loretta Smith,Doug Clove,Terrence Hayes,Candace Avalos,Timur Ender,Noah Ernst
4218,Loretta Smith,Steph Routh,,,,
4240,Timur Ender,Steph Routh,Jamie Dunphy,Candace Avalos,Terrence Hayes,Loretta Smith
4263,Loretta Smith,Noah Ernst,Steph Routh,Terrence Hayes,Timur Ender,Jamie Dunphy
4318,,,,,,
4319,,,,,,
4320,Noah Ernst,Joe Allen,Loretta Smith,,,
4352,,,,,,
4389,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Terrence Hayes,Cayle Tern
4393,Loretta Smith,,,,,
4417,Steph Routh,Candace Avalos,Timur Ender,,,
4423,Noah Ernst,Loretta Smith,Terrence Hayes,Deian Salazar,,
4442,Steph Routh,Candace Avalos,Timur Ender,,,
4446,Jamie Dunphy,,,,,
4474,Noah Ernst,Jamie Dunphy,Doug Clove,Peggy Sue Owens,Joe Furi,Timur Ender
4481,Candace Avalos,Steph Routh,Timur Ender,Cayle Tern,Loretta Smith,Jamie Dunphy
4539,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,Terrence Hayes,Loretta Smith
4548,Candace Avalos,Timur Ender,Cayle Tern,,,
4608,Steph Routh,Jamie Dunphy,Loretta Smith,Terrence Hayes,Deian Salazar,Candace Avalos
4664,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
4675,David Linn,Loretta Smith,Candace Avalos,,,
4689,,,,,,
4722,Timur Ender,Candace Avalos,Steph Routh,Terrence Hayes,Loretta Smith,
4726,Noah Ernst,David Linn,Timur Ender,Joe Allen,Candace Avalos,Peggy Sue Owens
4727,Timur Ender,Terrence Hayes,Jamie Dunphy,Steph Routh,Candace Avalos,Doug Clove
4741,Joe Furi,Noah Ernst,,,,
4747,Candace Avalos,Loretta Smith,Steph Routh,,,
4748,Candace Avalos,Jamie Dunphy,Steph Routh,Loretta Smith,,
4820,Loretta Smith,Jamie Dunphy,David Linn,,,
4822,Loretta Smith,Terrence Hayes,David Linn,Timur Ender,Candace Avalos,Cayle Tern
4823,Loretta Smith,,,,,
4840,Terrence Hayes,,,,,
4843,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
4844,Jamie Dunphy,Timur Ender,Doug Clove,Candace Avalos,Joe Allen,Cayle Tern
4845,Noah Ernst,Timur Ender,David Linn,Michael (Mike) Sands,Thomas Shervey,Steph Routh
4853,Timur Ender,Candace Avalos,Steph Routh,Terrence Hayes,Jamie Dunphy,Loretta Smith
4855,Steph Routh,Loretta Smith,Terrence Hayes,Candace Avalos,Cayle Tern,Noah Ernst
4877,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
4889,,,,,,
4895,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
4917,Jamie Dunphy,Candace Avalos,Terrence Hayes,Timur Ender,Joe Allen,Thomas Shervey
4968,Loretta Smith,Steph Routh,Candace Avalos,Terrence Hayes,Timur Ender,David Linn
5023,Timur Ender,Steph Routh,Doug Clove,Joe Furi,David Linn,Noah Ernst
5029,Joe Allen,Cayle Tern,Noah Ernst,Michael (Mike) Sands,Timur Ender,Steph Routh
5038,Candace Avalos,Doug Clove,Loretta Smith,Noah Ernst,David Linn,Michael (Mike) Sands
5042,Jamie Dunphy,Candace Avalos,Steph Routh,Timur Ender,,
5045,Jamie Dunphy,Steph Routh,Timur Ender,Noah Ernst,Candace Avalos,
5053,Loretta Smith,Jamie Dunphy,Steph Routh,,,
5056,Candace Avalos,Noah Ernst,Joe Furi,Steph Routh,Jamie Dunphy,
5062,Loretta Smith,Peggy Sue Owens,Terrence Hayes,David Linn,,
5075,Timur Ender,Jamie Dunphy,Candace Avalos,Steph Routh,,
5076,Noah Ernst,,,,,
5077,Noah Ernst,Candace Avalos,Loretta Smith,Steph Routh,Cayle Tern,Joe Allen
5078,Candace Avalos,,,,,
5080,Loretta Smith,,,,,
5083,Loretta Smith,Peggy Sue Owens,Joe Allen,,,
5085,Noah Ernst,Joe Allen,Thomas Shervey,Terrence Hayes,Doug Clove,Michael (Mike) Sands
5113,Candace Avalos,Steph Routh,Terrence Hayes,Jamie Dunphy,Cayle Tern,Timur Ender
5114,Terrence Hayes,Noah Ernst,Doug Clove,,,
5115,Doug Clove,Joe Furi,Terrence Hayes,Jamie Dunphy,Timur Ender,Noah Ernst
5117,Candace Avalos,Joe Allen,Doug Clove,Joe Furi,Michael (Mike) Sands,Thomas Shervey
5120,Loretta Smith,Peggy Sue Owens,Candace Avalos,Cayle Tern,Steph Routh,Jamie Dunphy
5121,,,,,,
5127,Jamie Dunphy,Candace Avalos,Steph Routh,Terrence Hayes,,
5137,Timur Ender,Steph Routh,Candace Avalos,,,
5152,Candace Avalos,Steph Routh,David Linn,Jamie Dunphy,Cayle Tern,Michael (Mike) Sands
5153,Noah Ernst,,,,,
5176,Jamie Dunphy,Candace Avalos,Noah Ernst,Timur Ender,Loretta Smith,Steph Routh
5178,Timur Ender,Steph Routh,Candace Avalos,Loretta Smith,Jamie Dunphy,Terrence Hayes
5179,Doug Clove,Loretta Smith,,,,
5196,Joe Allen,Loretta Smith,Doug Clove,Deian Salazar,Steph Routh,
5198,,,,,,
5199,Jamie Dunphy,,,,,
5219,Timur Ender,Steph Routh,Candace Avalos,Cayle Tern,Noah Ernst,
5220,Joe Allen,,,,,
5224,,,,,,
5225,Loretta Smith,Candace Avalos,Deian Salazar,Terrence Hayes,,
5226,Candace Avalos,Timur Ender,Cayle Tern,Noah Ernst,Deian Salazar,Joe Furi
5227,Joe Allen,Noah Ernst,Michael (Mike) Sands,Loretta Smith,,
5260,Steph Routh,Timur Ender,,,,
5264,Steph Routh,Joe Allen,Timur Ender,Michael (Mike) Sands,Loretta Smith,Doug Clove
5265,Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,David Linn
5266,Peggy Sue Owens,,,,,
5267,Michael (Mike) Sands,Timur Ender,,,,
5281,Noah Ernst,Steph Routh,Terrence Hayes,,,
5288,Loretta Smith,David Linn,Joe Furi,Joe Allen,Peggy Sue Owens,Michael (Mike) Sands
5345,Noah Ernst,Doug Clove,Timur Ender,Jamie Dunphy,Terrence Hayes,Loretta Smith
5346,Loretta Smith,,,,,
5348,Loretta Smith,Steph Routh,Michael (Mike) Sands,Thomas Shervey,Timur Ender,Terrence Hayes
5349,Loretta Smith,Steph Routh,Michael (Mike) Sands,Thomas Shervey,Timur Ender,Terrence Hayes
5350,Doug Clove,Joe Furi,Terrence Hayes,Jamie Dunphy,Timur Ender,Noah Ernst
5351,Noah Ernst,Loretta Smith,Doug Clove,Deian Salazar,Cayle Tern,Joe Allen
5354,Terrence Hayes,,,,,
5376,Joe Allen,Candace Avalos,Noah Ernst,Joe Furi,Michael (Mike) Sands,Doug Clove
5396,Timur Ender,David Linn,Michael (Mike) Sands,Loretta Smith,,
5413,Steph Routh,Loretta Smith,Doug Clove,,,
5416,Deian Salazar,David Linn,Terrence Hayes,,,
5418,Joe Allen,,,,,
5419,Noah Ernst,David Linn,Terrence Hayes,Steph Routh,Joe Furi,Loretta Smith
5420,Timur Ender,,,,,
5423,Doug Clove,,,,,
5462,Terrence Hayes,Noah Ernst,Steph Routh,,,
5475,Jamie Dunphy,,,,,
5487,David Linn,Candace Avalos,Steph Routh,Jamie Dunphy,Loretta Smith,Cayle Tern
5515,Candace Avalos,Cayle Tern,Timur Ender,,,
5517,Timur Ender,Jamie Dunphy,Candace Avalos,Steph Routh,,
5520,Loretta Smith,Steph Routh,Terrence Hayes,,,
5546,Noah Ernst,,,,,
5547,Loretta Smith,,,,,
5577,Candace Avalos,Steph Routh,Terrence Hayes,,,
5578,Doug Clove,Steph Routh,Jamie Dunphy,,,
5580,David Linn,,,,,
5582,Timur Ender,Michael (Mike) Sands,Joe Furi,Loretta Smith,Steph Routh,
5583,Terrence Hayes,Noah Ernst,Candace Avalos,Loretta Smith,Steph Routh,Timur Ender
5585,Timur Ender,Loretta Smith,Candace Avalos,Cayle Tern,Steph Routh,Jamie Dunphy
5594,Steph Routh,Loretta Smith,Candace Avalos,Terrence Hayes,Cayle Tern,Thomas Shervey
5601,Deian Salazar,,,,,
5604,Candace Avalos,Steph Routh,Jamie Dunphy,Loretta Smith,Timur Ender,
5657,Loretta Smith,Jamie Dunphy,Timur Ender,Deian Salazar,Terrence Hayes,Michael (Mike) Sands
5666,Timur Ender,,,,,
5680,Terrence Hayes,Steph Routh,Jamie Dunphy,,,
5683,Terrence Hayes,Noah Ernst,Cayle Tern,Peggy Sue Owens,Candace Avalos,Loretta Smith
5686,Michael (Mike) Sands,Cayle Tern,Joe Allen,Loretta Smith,Terrence Hayes,Jamie Dunphy
5692,Joe Allen,Joe Furi,Doug Clove,Thomas Shervey,,
5693,David Linn,Terrence Hayes,,,,
5695,Doug Clove,Joe Furi,Terrence Hayes,Jamie Dunphy,Timur Ender,Noah Ernst
5701,Jamie Dunphy,Candace Avalos,Steph Routh,,,
5702,Timur Ender,Joe Allen,Jamie Dunphy,,,
5704,Candace Avalos,Jamie Dunphy,Timur Ender,Steph Routh,David Linn,Loretta Smith
5706,Candace Avalos,Timur Ender,Terrence Hayes,Cayle Tern,Michael (Mike) Sands,Joe Allen
5708,David Linn,Cayle Tern,Timur Ender,Noah Ernst,,
5710,,,,,,
5712,Candace Avalos,Timur Ender,Loretta Smith,Terrence Hayes,David Linn,Cayle Tern
5713,Joe Furi,David Linn,Loretta Smith,Doug Clove,Candace Avalos,Terrence Hayes
5716,Timur Ender,Loretta Smith,Terrence Hayes,Jamie Dunphy,Candace Avalos,David Linn
5720,Loretta Smith,,,,,
5722,Joe Allen,Peggy Sue Owens,Joe Furi,Thomas Shervey,Jamie Dunphy,David Linn
5757,Peggy Sue Owens,Doug Clove,Terrence Hayes,Steph Routh,David Linn,Loretta Smith
5765,Jamie Dunphy,Thomas Shervey,Loretta Smith,Candace Avalos,Peggy Sue Owens,Joe Furi
5766,Deian Salazar,Peggy Sue Owens,Loretta Smith,Steph Routh,Joe Furi,
5767,Candace Avalos,Cayle Tern,Timur Ender,Deian Salazar,Steph Routh,Jamie Dunphy
5768,Michael (Mike) Sands,,,,,
5770,Peggy Sue Owens,Candace Avalos,Loretta Smith,Steph Routh,Cayle Tern,Timur Ender
5771,Jamie Dunphy,Steph Routh,Timur Ender,,,
5772,Jamie Dunphy,Loretta Smith,,,,
5774,Candace Avalos,Terrence Hayes,Steph Routh,,,
5780,,,,,,
5784,Loretta Smith,,,,,
5788,Noah Ernst,Timur Ender,Candace Avalos,Doug Clove,Joe Furi,Michael (Mike) Sands
5799,Joe Allen,Jamie Dunphy,Loretta Smith,,,
5806,Jamie Dunphy,Terrence Hayes,Loretta Smith,,,
5830,Doug Clove,Terrence Hayes,Steph Routh,Deian Salazar,Thomas Shervey,Jamie Dunphy
5836,Jamie Dunphy,Timur Ender,Candace Avalos,Noah Ernst,David Linn,
5837,Deian Salazar,Candace Avalos,Michael (Mike) Sands,Steph Routh,Jamie Dunphy,Peggy Sue Owens
5839,Jamie Dunphy,Timur Ender,David Linn,Steph Routh,,
5840,Jamie Dunphy,Loretta Smith,Terrence Hayes,Steph Routh,Deian Salazar,
5841,Doug Clove,,,,,
5845,Timur Ender,Steph Routh,Loretta Smith,Jamie Dunphy,Noah Ernst,Peggy Sue Owens
5915,Terrence Hayes,Noah Ernst,Candace Avalos,Peggy Sue Owens,Jamie Dunphy,Cayle Tern
5933,Loretta Smith,Doug Clove,Timur Ender,Candace Avalos,Terrence Hayes,
5963,Peggy Sue Owens,Noah Ernst,Joe Allen,Steph Routh,Jamie Dunphy,Loretta Smith
5966,Write-in-120,Candace Avalos,Steph Routh,Terrence Hayes,,
5967,Joe Allen,Noah Ernst,Thomas Shervey,,,
5968,Loretta Smith,Terrence Hayes,,,,
5971,Jamie Dunphy,,,,,
5972,Doug Clove,Joe Allen,Thomas Shervey,Steph Routh,Timur Ender,
5977,Loretta Smith,Steph Routh,,,,
5981,Thomas Shervey,Jamie Dunphy,Loretta Smith,Joe Furi,,
5984,Loretta Smith,Timur Ender,,,,
5985,Candace Avalos,Cayle Tern,Michael (Mike) Sands,Loretta Smith,Terrence Hayes,Jamie Dunphy
6017,Candace Avalos,Terrence Hayes,Steph Routh,Jamie Dunphy,Timur Ender,
6019,,,,,,
6025,Steph Routh,Terrence Hayes,Candace Avalos,David Linn,Jamie Dunphy,Timur Ender
6029,Timur Ender,Noah Ernst,Peggy Sue Owens,,,
6032,Steph Routh,,,,,
6054,Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,,
6055,Loretta Smith,David Linn,Terrence Hayes,Timur Ender,Steph Routh,Jamie Dunphy
6059,Terrence Hayes,Loretta Smith,Candace Avalos,Steph Routh,,
6060,Candace Avalos,Noah Ernst,Terrence Hayes,Steph Routh,Timur Ender,Jamie Dunphy
6061,Doug Clove,Deian Salazar,Cayle Tern,Joe Furi,Terrence Hayes,Thomas Shervey
6085,Candace Avalos,Cayle Tern,Timur Ender,,,
6086,Timur Ender,Peggy Sue Owens,,,,
6088,Peggy Sue Owens,Joe Allen,Timur Ender,Michael (Mike) Sands,Cayle Tern,Loretta Smith
6092,Loretta Smith,Steph Routh,Noah Ernst,Timur Ender,Jamie Dunphy,Terrence Hayes
6093,Timur Ender,Doug Clove,Noah Ernst,Steph Routh,Thomas Shervey,Loretta Smith
6097,Loretta Smith,,,,,
6099,Timur Ender,David Linn,Cayle Tern,Terrence Hayes,Loretta Smith,Steph Routh
6101,Loretta Smith,Terrence Hayes,Timur Ender,,,
6113,Candace Avalos,Cayle Tern,Jamie Dunphy,Steph Routh,Timur Ender,David Linn
6122,Joe Allen,Noah Ernst,Timur Ender,Cayle Tern,Doug Clove,Joe Furi
6126,Loretta Smith,Noah Ernst,Joe Allen,Terrence Hayes,Doug Clove,Jamie Dunphy
6131,Timur Ender,Loretta Smith,Terrence Hayes,Jamie Dunphy,Doug Clove,Candace Avalos
6140,Peggy Sue Owens,Cayle Tern,Deian Salazar,Loretta Smith,Jamie Dunphy,Candace Avalos
6141,Noah Ernst,Joe Allen,David Linn,Doug Clove,Deian Salazar,
6170,Terrence Hayes,Jamie Dunphy,Timur Ender,Thomas Shervey,Noah Ernst,Steph Routh
6189,Doug Clove,Joe Allen,Thomas Shervey,Steph Routh,Timur Ender,Deian Salazar
6190,Terrence Hayes,Jamie Dunphy,Timur Ender,Thomas Shervey,Noah Ernst,Steph Routh
6193,Michael (Mike) Sands,David Linn,Peggy Sue Owens,Loretta Smith,Terrence Hayes,Jamie Dunphy
6196,Deian Salazar,Joe Allen,Noah Ernst,Peggy Sue Owens,Loretta Smith,Jamie Dunphy
6197,Loretta Smith,Jamie Dunphy,Steph Routh,,,
6214,Jamie Dunphy,Timur Ender,Candace Avalos,Cayle Tern,Michael (Mike) Sands,
6218,Candace Avalos,Timur Ender,,,,
6219,Loretta Smith,Candace Avalos,Peggy Sue Owens,Deian Salazar,Joe Furi,Terrence Hayes
6238,Jamie Dunphy,Steph Routh,Candace Avalos,,,
6243,Michael (Mike) Sands,Steph Routh,Doug Clove,Deian Salazar,Timur Ender,Noah Ernst
6248,Terrence Hayes,Candace Avalos,Joe Furi,Steph Routh,Jamie Dunphy,Loretta Smith
6249,Joe Allen,David Linn,Cayle Tern,Doug Clove,Michael (Mike) Sands,Joe Furi
6252,Noah Ernst,Steph Routh,Deian Salazar,Joe Allen,Doug Clove,David Linn
6255,Loretta Smith,Steph Routh,Michael (Mike) Sands,,,
6269,Loretta Smith,Candace Avalos,Terrence Hayes,Jamie Dunphy,Deian Salazar,David Linn
6294,Timur Ender,David Linn,Doug Clove,Loretta Smith,Michael (Mike) Sands,Jamie Dunphy
6300,Steph Routh,Timur Ender,Candace Avalos,,,
6301,Loretta Smith,Michael (Mike) Sands,Candace Avalos,,,
6322,Michael (Mike) Sands,David Linn,Deian Salazar,Joe Allen,,
6338,Jamie Dunphy,Terrence Hayes,Noah Ernst,Timur Ender,Candace Avalos,Steph Routh
6360,Timur Ender,,,,,
6362,Michael (Mike) Sands,Doug Clove,David Linn,Noah Ernst,Thomas Shervey,Steph Routh
6365,David Linn,Noah Ernst,Joe Furi,Loretta Smith,Terrence Hayes,Steph Routh
6397,Loretta Smith,,,,,
6513,Loretta Smith,Candace Avalos,Cayle Tern,,,
6550,David Linn,Candace Avalos,Deian Salazar,Peggy Sue Owens,Loretta Smith,Joe Allen
6565,Timur Ender,Noah Ernst,David Linn,Cayle Tern,Deian Salazar,Jamie Dunphy
6567,Steph Routh,Loretta Smith,Terrence Hayes,Candace Avalos,Jamie Dunphy,
6586,Noah Ernst,Candace Avalos,,,,
6590,Loretta Smith,Candace Avalos,,,,
6591,Steph Routh,Candace Avalos,Jamie Dunphy,Loretta Smith,Terrence Hayes,
6594,Peggy Sue Owens,Candace Avalos,David Linn,Loretta Smith,Doug Clove,Noah Ernst
6618,Terrence Hayes,Timur Ender,Jamie Dunphy,,,
6647,Joe Allen,Steph Routh,Thomas Shervey,Peggy Sue Owens,,
6665,Jamie Dunphy,Steph Routh,Terrence Hayes,Deian Salazar,Cayle Tern,Michael (Mike) Sands
6683,Loretta Smith,Jamie Dunphy,Doug Clove,David Linn,Candace Avalos,Deian Salazar
6689,David Linn,Cayle Tern,Michael (Mike) Sands,Terrence Hayes,Steph Routh,Timur Ender
6698,Doug Clove,Thomas Shervey,Loretta Smith,,,
6727,Joe Allen,Noah Ernst,Terrence Hayes,Doug Clove,,
6736,Loretta Smith,Terrence Hayes,Timur Ender,David Linn,Michael (Mike) Sands,Steph Routh
6749,Steph Routh,Timur Ender,Candace Avalos,Loretta Smith,Terrence Hayes,
6753,Jamie Dunphy,Candace Avalos,Steph Routh,Cayle Tern,David Linn,Deian Salazar
6754,Jamie Dunphy,Candace Avalos,Steph Routh,Timur Ender,David Linn,Deian Salazar
6778,Jamie Dunphy,Candace Avalos,Noah Ernst,Steph Routh,Michael (Mike) Sands,Cayle Tern
6781,Jamie Dunphy,Steph Routh,Cayle Tern,Michael (Mike) Sands,Timur Ender,Joe Allen
6782,David Linn,,,,,
6787,,,,,,
6793,David Linn,Thomas Shervey,,,,
6794,Peggy Sue Owens,Candace Avalos,Noah Ernst,,,
6796,Terrence Hayes,Jamie Dunphy,Steph Routh,Doug Clove,Candace Avalos,Thomas Shervey
6804,Peggy Sue Owens,Loretta Smith,Steph Routh,Candace Avalos,,
6808,Joe Furi,Thomas Shervey,Jamie Dunphy,,,
6810,Timur Ender,Loretta Smith,Candace Avalos,Terrence Hayes,Steph Routh,Jamie Dunphy
6825,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Deian Salazar
6826,Loretta Smith,Terrence Hayes,Peggy Sue Owens,Deian Salazar,Candace Avalos,Joe Furi
6853,Noah Ernst,David Linn,Candace Avalos,Doug Clove,Steph Routh,Deian Salazar
6907,Joe Allen,Loretta Smith,Candace Avalos,Cayle Tern,David Linn,Steph Routh
6933,Doug Clove,Joe Allen,Thomas Shervey,Steph Routh,,
6934,Candace Avalos,Cayle Tern,Timur Ender,,,
6940,Noah Ernst,Terrence Hayes,Loretta Smith,,,
6947,Noah Ernst,Terrence Hayes,Loretta Smith,,,
6953,Thomas Shervey,,,,,
7002,David Linn,Deian Salazar,Loretta Smith,Steph Routh,Noah Ernst,Jamie Dunphy
7046,Candace Avalos,Steph Routh,Cayle Tern,Jamie Dunphy,,
7047,Steph Routh,Timur Ender,Candace Avalos,Jamie Dunphy,David Linn,Cayle Tern
7048,Candace Avalos,Jamie Dunphy,Steph Routh,Timur Ender,Cayle Tern,Michael (Mike) Sands
7050,Joe Allen,Doug Clove,Noah Ernst,Steph Routh,Loretta Smith,Cayle Tern
7061,Noah Ernst,Terrence Hayes,,,,
7062,Jamie Dunphy,Steph Routh,Timur Ender,David Linn,Loretta Smith,Terrence Hayes
7064,Jamie Dunphy,David Linn,Cayle Tern,Steph Routh,Candace Avalos,Timur Ender
7066,Candace Avalos,Timur Ender,Steph Routh,Loretta Smith,Terrence Hayes,Jamie Dunphy
7074,Timur Ender,Terrence Hayes,Steph Routh,Deian Salazar,Loretta Smith,Jamie Dunphy
7080,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
7084,Loretta Smith,Timur Ender,Terrence Hayes,Candace Avalos,Jamie Dunphy,Steph Routh
7089,Jamie Dunphy,Steph Routh,Timur Ender,,,
7090,Joe Allen,Noah Ernst,Doug Clove,Deian Salazar,Loretta Smith,Terrence Hayes
7092,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Loretta Smith,Terrence Hayes
7093,Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,Michael (Mike) Sands,Doug Clove
7095,Joe Furi,Peggy Sue Owens,Terrence Hayes,,,
7101,Steph Routh,Candace Avalos,David Linn,Timur Ender,Jamie Dunphy,Thomas Shervey
7104,Steph Routh,David Linn,Candace Avalos,Michael (Mike) Sands,Cayle Tern,Noah Ernst
7107,Candace Avalos,Steph Routh,Noah Ernst,,,
7108,Doug Clove,Terrence Hayes,Jamie Dunphy,Cayle Tern,Timur Ender,Candace Avalos
7111,Steph Routh,Jamie Dunphy,Loretta Smith,Terrence Hayes,Cayle Tern,David Linn
7112,Doug Clove,Loretta Smith,Joe Allen,Terrence Hayes,Steph Routh,Noah Ernst
7116,Terrence Hayes,Steph Routh,Loretta Smith,Candace Avalos,Deian Salazar,Timur Ender
7121,Steph Routh,Candace Avalos,Loretta Smith,Timur Ender,Terrence Hayes,
7123,Joe Allen,Peggy Sue Owens,Candace Avalos,Joe Furi,Loretta Smith,Steph Routh
7124,Terrence Hayes,Noah Ernst,Candace Avalos,Timur Ender,Michael (Mike) Sands,Loretta Smith
7125,Noah Ernst,Candace Avalos,Steph Routh,Loretta Smith,Jamie Dunphy,
7126,Steph Routh,Terrence Hayes,Candace Avalos,Loretta Smith,,
7130,Deian Salazar,Terrence Hayes,Loretta Smith,Joe Furi,Timur Ender,Thomas Shervey
7133,Timur Ender,Steph Routh,Candace Avalos,Jamie Dunphy,Loretta Smith,Terrence Hayes
7209,Steph Routh,Loretta Smith,Candace Avalos,Terrence Hayes,,
7210,Candace Avalos,Doug Clove,Steph Routh,Terrence Hayes,Timur Ender,Jamie Dunphy
7212,Noah Ernst,Joe Furi,Loretta Smith,,,
7216,Cayle Tern,Timur Ender,Candace Avalos,,,
